Lokalita,Slovenský názov,Latinský názov,Lokalita_druh,Lat,Lon,Početnosť,"Min, Hg (mg/kg SH)","Max, Hg (mg/kg SH)2","Min, THQ","Max, THQ2","Min, MSCQ (g/osoba/deň)","Max, MSCQ (g/osoba/deň)2",Hgmin-max (mg/kg SH),THQmin-max,MSCQmin-max (g/osoba/deň ČH),Link,Foto
Hodruša - Hámre,Plávka dievčenská,Russula puellaris,Hodruša - Hámre: Plávka dievčenská,"48,469070","18,755280",2,"0,070708","0,110695","0,004625","0,007241","1 897,104657","2 969,974827","0,071 - 0,111","0,005 - 0,007","1897,1 - 2970",https://www.nahuby.sk/atlas-hub/Russula-puellaris/plavka-dievcenska/holubinka-divci/ID441,
Kostoľany pod Tribečom,Plávka dievčenská,Russula puellaris,Kostoľany pod Tribečom: Plávka dievčenská,"48,415230","18,228120",3,"0,055648","0,080983","0,003640","0,005297","2 593,136831","3 773,720529","0,056 - 0,081","0,004 - 0,005","2593,1 - 3773,7",https://www.nahuby.sk/atlas-hub/Russula-puellaris/plavka-dievcenska/holubinka-divci/ID441,
Liptovský Ján,Plávka dievčenská,Russula puellaris,Liptovský Ján: Plávka dievčenská,"49,039880","19,663980",3,"0,014251","0,050050","0,000932","0,003274","4 195,804196","14 735,808010","0,014 - 0,05","0,001 - 0,003","4195,8 - 14735,8",https://www.nahuby.sk/atlas-hub/Russula-puellaris/plavka-dievcenska/holubinka-divci/ID441,
Malachov,Plávka dievčenská,Russula puellaris,Malachov: Plávka dievčenská,"48,710620","19,054810",1,"0,166210","0,166210","0,010872","0,010872","1 263,461886","1 263,461886","0,166 - 0,166","0,011 - 0,011","1263,5 - 1263,5",https://www.nahuby.sk/atlas-hub/Russula-puellaris/plavka-dievcenska/holubinka-divci/ID441,
Oravská Lesná,Plávka dievčenská,Russula puellaris,Oravská Lesná: Plávka dievčenská,"49,391320","19,202650",4,"0,029557","0,601791","0,001933","0,039365","348,958359","7 104,915925","0,03 - 0,602","0,002 - 0,039","349 - 7104,9",https://www.nahuby.sk/atlas-hub/Russula-puellaris/plavka-dievcenska/holubinka-divci/ID441,
Sitnianska Lehôtka,Plávka dievčenská,Russula puellaris,Sitnianska Lehôtka: Plávka dievčenská,"48,303530","18,967080",7,"0,029791","3,510004","0,001949","0,229602","59,828992","7 049,108791","0,03 - 3,51","0,002 - 0,23","59,8 - 7049,1",https://www.nahuby.sk/atlas-hub/Russula-puellaris/plavka-dievcenska/holubinka-divci/ID441,
Štiavnické Bane,Plávka dievčenská,Russula puellaris,Štiavnické Bane: Plávka dievčenská,"48,434850","18,851320",1,"0,105070","0,105070","0,006873","0,006873","1 998,667555","1 998,667555","0,105 - 0,105","0,007 - 0,007","1998,7 - 1998,7",https://www.nahuby.sk/atlas-hub/Russula-puellaris/plavka-dievcenska/holubinka-divci/ID441,
Badín,Plávka modrastá var. zelená,Russula cyanoxantha,Badín: Plávka modrastá var. Zelená,"48,667050","19,098000",5,"0,077607","2,441540","0,005077","0,159710","86,011288","2 705,941474","0,078 - 2,442","0,005 - 0,16","86 - 2705,9",https://www.nahuby.sk/atlas-hub/Russula-cyanoxantha/plavka-modrasta/holubinka-namodrala/ID458,
Budča - Hrabiny,Plávka modrastá var. zelená,Russula cyanoxantha,Budča - Hrabiny: Plávka modrastá var. Zelená,"48,584430","19,040720",2,"0,108392","1,304546","0,007090","0,085335","160,975542","1 937,412355","0,108 - 1,305","0,007 - 0,085","161 - 1937,4",https://www.nahuby.sk/atlas-hub/Russula-cyanoxantha/plavka-modrasta/holubinka-namodrala/ID458,
Dolné Breziny,Plávka modrastá var. zelená,Russula cyanoxantha,Dolné Breziny: Plávka modrastá var. Zelená,"48,525200","19,080470",5,"0,067230","1,822109","0,004398","0,119191","115,251064","3 123,605533","0,067 - 1,822","0,004 - 0,119","115,3 - 3123,6",https://www.nahuby.sk/atlas-hub/Russula-cyanoxantha/plavka-modrasta/holubinka-namodrala/ID458,
Jabloňovce,Plávka modrastá var. zelená,Russula cyanoxantha,Jabloňovce: Plávka modrastá var. Zelená,"48,321951","18,815859",1,"0,119306","0,119306","0,007804","0,007804","1 760,179706","1 760,179706","0,119 - 0,119","0,008 - 0,008","1760,2 - 1760,2",https://www.nahuby.sk/atlas-hub/Russula-cyanoxantha/plavka-modrasta/holubinka-namodrala/ID458,
Klubina - Klubinský dvor,Plávka modrastá var. zelená,Russula cyanoxantha,Klubina - Klubinský dvor: Plávka modrastá var. Zelená,"49,388687","18,962734",1,"0,658951","0,658951","0,043104","0,043104","318,688340","318,688340","0,659 - 0,659","0,043 - 0,043","318,7 - 318,7",https://www.nahuby.sk/atlas-hub/Russula-cyanoxantha/plavka-modrasta/holubinka-namodrala/ID458,
Lieskovec,Plávka modrastá var. zelená,Russula cyanoxantha,Lieskovec: Plávka modrastá var. Zelená,"48,570500","19,191770",2,"1,193157","2,001357","0,078049","0,130916","104,928806","176,003661","1,193 - 2,001","0,078 - 0,131","104,9 - 176",https://www.nahuby.sk/atlas-hub/Russula-cyanoxantha/plavka-modrasta/holubinka-namodrala/ID458,
Malachov,Plávka modrastá var. zelená,Russula cyanoxantha,Malachov: Plávka modrastá var. Zelená,"48,710620","19,054810",5,"3,006112","32,883327","0,196641","2,151021","6,386215","69,857677","3,006 - 32,883","0,197 - 2,151","6,4 - 69,9",https://www.nahuby.sk/atlas-hub/Russula-cyanoxantha/plavka-modrasta/holubinka-namodrala/ID458,
Zvolen_pod dráhy,Plávka modrastá var. zelená,Russula cyanoxantha,Zvolen_pod dráhy: Plávka modrastá var. Zelená,"48,564100","19,128970",3,"0,195348","1,778980","0,012778","0,116370","118,045172","1 075,004607","0,195 - 1,779","0,013 - 0,116",118 - 1075,https://www.nahuby.sk/atlas-hub/Russula-cyanoxantha/plavka-modrasta/holubinka-namodrala/ID458,
Liptovská Lúžna,Plávka obyčajná,Russula integra,Liptovská Lúžna: Plávka obyčajná,"48,946734","19,359311",5,"0,010704","0,103754","0,000700","0,006787","2 024,018351","19 618,834080","0,011 - 0,104","0,001 - 0,007","2024 - 19618,8",https://www.nahuby.sk/atlas-hub/Russula-integra/plavka-obycajna/holubinka-celokrajna/ID437,
Liptovská Lúžna_ráztoky,Plávka obyčajná,Russula integra,Liptovská Lúžna_ráztoky: Plávka obyčajná,"48,954904","19,305107",5,"0,016413","0,059875","0,001074","0,003917","3 507,330320","12 794,735880","0,016 - 0,06","0,001 - 0,004","3507,3 - 12794,7",https://www.nahuby.sk/atlas-hub/Russula-integra/plavka-obycajna/holubinka-celokrajna/ID437,
Huty_koliba,Plávka olivová,Russula olivacea,Huty_koliba: Plávka olivová,"49,211120","19,574220",1,"2,160272","2,160272","0,141311","0,141311","97,209981","97,209981","2,16 - 2,16","0,141 - 0,141","97,2 - 97,2",https://www.nahuby.sk/atlas-hub/Russula-olivacea/plavka-olivova/holubinka-olivova/ID460,
Kostoľany pod Tribečom,Plávka olivová,Russula olivacea,Kostoľany pod Tribečom: Plávka olivová,"48,415230","18,228120",1,"0,140725","0,140725","0,009205","0,009205","1 492,272162","1 492,272162","0,141 - 0,141","0,009 - 0,009","1492,3 - 1492,3",https://www.nahuby.sk/atlas-hub/Russula-olivacea/plavka-olivova/holubinka-olivova/ID460,
Malachov,Plávka olivová,Russula olivacea,Malachov: Plávka olivová,"48,710620","19,054810",1,"19,915970","19,915970","1,302778","1,302778","10,544302","10,544302","19,916 - 19,916","1,303 - 1,303","10,5 - 10,5",https://www.nahuby.sk/atlas-hub/Russula-olivacea/plavka-olivova/holubinka-olivova/ID460,
Nižnoslanská Baňa_odkalisko,Plávka olivová,Russula olivacea,Nižnoslanská Baňa_odkalisko: Plávka olivová,"48,739080","20,425680",5,"0,207080","3,365005","0,013546","0,220118","62,407040","1 014,100831","0,207 - 3,365","0,014 - 0,22","62,4 - 1014,1",https://www.nahuby.sk/atlas-hub/Russula-olivacea/plavka-olivova/holubinka-olivova/ID460,
Malachov,Plávka vínovočervená,Russula xerampelina,Malachov: Plávka vínovočervená,"48,710620","19,054810",5,"0,075963","80,624740","0,004969","5,273965","2,604660","2 764,503772","0,076 - 80,625","0,005 - 5,274","2,6 - 2764,5",https://www.nahuby.sk/atlas-hub/Russula-xerampelina/plavka-vinovocervena/holubinka-revova/ID477,
Oravská Lesná,Plávka vínovočervená,Russula xerampelina,Oravská Lesná: Plávka vínovočervená,"49,391320","19,202650",2,"0,637737","1,030071","0,041717","0,067381","203,869442","329,289347","0,638 - 1,03","0,042 - 0,067","203,9 - 329,3",https://www.nahuby.sk/atlas-hub/Russula-xerampelina/plavka-vinovocervena/holubinka-revova/ID477,
Budča - Hrabiny,Plávka zelenkastá,Russula virescens,Budča - Hrabiny: Plávka zelenkastá,"48,584430","19,040720",3,"0,048288","1,215517","0,003159","0,079511","172,765992","4 348,906561","0,048 - 1,216","0,003 - 0,08","172,8 - 4348,9",https://www.nahuby.sk/atlas-hub/Russula-virescens/plavka-zelenkasta/holubinka-nazelenala/ID478,
Dolné Breziny,Plávka zelenkastá,Russula virescens,Dolné Breziny: Plávka zelenkastá,"48,525200","19,080470",2,"0,569044","1,139974","0,037223","0,074570","184,214728","369,040004","0,569 - 1,14","0,037 - 0,075","184,2 - 369",https://www.nahuby.sk/atlas-hub/Russula-virescens/plavka-zelenkasta/holubinka-nazelenala/ID478,
Lehota pod Vtáčnikom_Sekaniny,Plávka zelenkastá,Russula virescens,Lehota pod Vtáčnikom_Sekaniny: Plávka zelenkastá,"48,672370","18,621050",1,"1,463521","1,463521","0,095734","0,095734","143,489571","143,489571","1,464 - 1,464","0,096 - 0,096","143,5 - 143,5",https://www.nahuby.sk/atlas-hub/Russula-virescens/plavka-zelenkasta/holubinka-nazelenala/ID478,
Sliač_kúpele,Plávka zelenkastá,Russula virescens,Sliač_kúpele: Plávka zelenkastá,"48,608130","19,155900",2,"3,058896","4,073400","0,200094","0,266456","51,553984","68,652220","3,059 - 4,073","0,2 - 0,266","51,6 - 68,7",https://www.nahuby.sk/atlas-hub/Russula-virescens/plavka-zelenkasta/holubinka-nazelenala/ID478,
Zvolen_pod dráhy,Plávka zelenkastá,Russula virescens,Zvolen_pod dráhy: Plávka zelenkastá,"48,564100","19,128970",3,"0,535578","2,487465","0,035034","0,162714","84,423298","392,099750","0,536 - 2,487","0,035 - 0,163","84,4 - 392,1",https://www.nahuby.sk/atlas-hub/Russula-virescens/plavka-zelenkasta/holubinka-nazelenala/ID478,
Kurimka - Dlhá Hora,Pôvabnica fialová,Lepista nuda,Kurimka - Dlhá Hora: Pôvabnica fialová,"49,315661","21,419893",1,"18,092293","18,092293","1,183484","1,183484","11,607152","11,607152","18,092 - 18,092","1,183 - 1,183","11,6 - 11,6",https://www.nahuby.sk/atlas-hub/Lepista-nuda/povabnica-fialova/ciruvka-fialova/ID507,
Hostie,Prášnica bradavičnatá,Lycoperdon perlatum,Hostie: Prášnica bradavičnatá,"48,476150","18,455020",2,"0,507273","4,782871","0,033183","0,312865","43,906683","413,978272","0,507 - 4,783","0,033 - 0,313","43,9 - 414",https://www.nahuby.sk/atlas-hub/Lycoperdon-perlatum/prasnica-bradavicnata/pychavka-obecna/ID517,
Ľubietová_hospic,Prášnica bradavičnatá,Lycoperdon perlatum,Ľubietová_hospic: Prášnica bradavičnatá,"48,732030","19,407550",1,"1,934262","1,934262","0,126527","0,126527","108,568539","108,568539","1,934 - 1,934","0,127 - 0,127","108,6 - 108,6",https://www.nahuby.sk/atlas-hub/Lycoperdon-perlatum/prasnica-bradavicnata/pychavka-obecna/ID517,
Sitnianska Lehôtka,Prášnica bradavičnatá,Lycoperdon perlatum,Sitnianska Lehôtka: Prášnica bradavičnatá,"48,303530","18,967080",1,"2,238429","2,238429","0,146424","0,146424","93,815797","93,815797","2,238 - 2,238","0,146 - 0,146","93,8 - 93,8",https://www.nahuby.sk/atlas-hub/Lycoperdon-perlatum/prasnica-bradavicnata/pychavka-obecna/ID517,
Šášovské Podhradie,Prášnica bradavičnatá,Lycoperdon perlatum,Šášovské Podhradie: Prášnica bradavičnatá,"48,572950","18,891830",2,"0,032874","0,048376","0,002150","0,003164","4 340,995535","6 388,027012","0,033 - 0,048","0,002 - 0,003",4341 - 6388,https://www.nahuby.sk/atlas-hub/Lycoperdon-perlatum/prasnica-bradavicnata/pychavka-obecna/ID517,
Snina_Štefkovo,Rýdzik dubový,Lactarius quietus,Snina_Štefkovo: Rýdzik dubový,"48,962551","22,188816",6,"0,015703","5,358305","0,001027","0,350507","39,191498","13 373,240780","0,016 - 5,358","0,001 - 0,351","39,2 - 13373,2",https://www.nahuby.sk/atlas-hub/Lactarius-quietus/rydzik-dubovy/ryzec-dubovy/ID876,
Malachov - Ortúty,Rýdzik jedľový,Lactarius salmonicolor,Malachov - Ortúty: Rýdzik jedľový,"48,713863","19,036367",1,"3,317057","3,317057","0,216981","0,216981","63,309132","63,309132","3,317 - 3,317","0,217 - 0,217","63,3 - 63,3",https://www.nahuby.sk/atlas-hub/Lactarius-salmonicolor/rydzik-jedlovy/ryzec-lososovy/ID571,
Markušovce_odkalisko,Rýdzik jedľový,Lactarius salmonicolor,Markušovce_odkalisko: Rýdzik jedľový,"48,901920","20,647530",4,"11,602146","19,425640","0,758940","1,270703","10,810455","18,100100","11,602 - 19,426","0,759 - 1,271","10,8 - 18,1",https://www.nahuby.sk/atlas-hub/Lactarius-salmonicolor/rydzik-jedlovy/ryzec-lososovy/ID571,
Močiar,Rýdzik korenistý,Lactarius piperatus,Močiar: Rýdzik korenistý,"48,554690","18,955510",2,"0,794569","0,903992","0,051976","0,059133","232,302941","264,294227","0,795 - 0,904","0,052 - 0,059","232,3 - 264,3",https://www.nahuby.sk/atlas-hub/Lactarius-piperatus/rydzik-korenisty/ryzec-peprny/ID568,
Nemečky_vodná nádrž,Rýdzik korenistý,Lactarius piperatus,Nemečky_vodná nádrž: Rýdzik korenistý,"48,683830","18,105330",5,"0,256772","5,184741","0,016796","0,339153","40,503470","817,846183","0,257 - 5,185","0,017 - 0,339","40,5 - 817,8",https://www.nahuby.sk/atlas-hub/Lactarius-piperatus/rydzik-korenisty/ryzec-peprny/ID568,
Nižnoslanská Baňa_odkalisko,Rýdzik korenistý,Lactarius piperatus,Nižnoslanská Baňa_odkalisko: Rýdzik korenistý,"48,739080","20,425680",2,"12,785486","19,034389","0,836346","1,245110","11,032663","16,424874","12,785 - 19,034","0,836 - 1,245","11 - 16,4",https://www.nahuby.sk/atlas-hub/Lactarius-piperatus/rydzik-korenisty/ryzec-peprny/ID568,
Ľubietová_hospic,Rýdzik smrekový,Lactarius deterrimus,Ľubietová_hospic: Rýdzik smrekový,"48,732030","19,407550",2,"0,140833","0,544169","0,009212","0,035596","385,909524","1 491,127790","0,141 - 0,544","0,009 - 0,036","385,9 - 1491,1",https://www.nahuby.sk/atlas-hub/Lactarius-deterrimus/rydzik-smrekovy/ryzec-smrkovy/ID592,
Dolné Breziny,Rýdzik surovičkový,Lactifluus volemus,Dolné Breziny: Rýdzik surovičkový,"48,525200","19,080470",1,"0,134386","0,134386","0,008791","0,008791","1 562,662777","1 562,662777","0,134 - 0,134","0,009 - 0,009","1562,7 - 1562,7",https://www.nahuby.sk/atlas-hub/Lactifluus-volemus/rydzik-surovickovy/ryzec-syrovinka/ID593,
Hostie,Rýdzik surovičkový,Lactifluus volemus,Hostie: Rýdzik surovičkový,"48,476150","18,455020",2,"0,071224","2,756026","0,004659","0,180282","76,196669","2 948,444345","0,071 - 2,756","0,005 - 0,18","76,2 - 2948,4",https://www.nahuby.sk/atlas-hub/Lactifluus-volemus/rydzik-surovickovy/ryzec-syrovinka/ID593,
Badín,Smrčkovec český,Verpa bohemica,Badín: Smrčkovec český,"48,667050","19,098000",2,"0,028000","0,056000","0,001832","0,003663","3 750,000000","7 500,000000","0,028 - 0,056","0,002 - 0,004",3750 - 7500,https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Banská Bystrica - Kráľová,Smrčkovec český,Verpa bohemica,Banská Bystrica - Kráľová: Smrčkovec český,"48,705016","19,120733",1,"0,129774","0,129774","0,008489","0,008489","1 618,197790","1 618,197790","0,13 - 0,13","0,008 - 0,008","1618,2 - 1618,2",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Banská Bystrica - Senica,Smrčkovec český,Verpa bohemica,Banská Bystrica - Senica: Smrčkovec český,"48,744033","19,201633",1,"0,091911","0,091911","0,006012","0,006012","2 284,819010","2 284,819010","0,092 - 0,092","0,006 - 0,006","2284,8 - 2284,8",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Bíňovce,Smrčkovec český,Verpa bohemica,Bíňovce: Smrčkovec český,"48,502433","17,509650",2,"0,128755","6,017787","0,008422","0,393646","34,896549","1 631,004621","0,129 - 6,018","0,008 - 0,394","34,9 - 1631",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Budča_bioplynová stanica,Smrčkovec český,Verpa bohemica,Budča_bioplynová stanica: Smrčkovec český,"48,593580","19,074310",1,"0,039000","0,039000","0,002551","0,002551","5 384,615385","5 384,615385","0,039 - 0,039","0,003 - 0,003","5384,6 - 5384,6",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Cejkov,Smrčkovec český,Verpa bohemica,Cejkov: Smrčkovec český,"48,465083","21,793550",1,"0,050971","0,050971","0,003334","0,003334","4 119,989798","4 119,989798","0,051 - 0,051","0,003 - 0,003",4120 - 4120,https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Detva_skládka,Smrčkovec český,Verpa bohemica,Detva_skládka: Smrčkovec český,"48,564974","19,400828",1,"0,054399","0,054399","0,003558","0,003558","3 860,365080","3 860,365080","0,054 - 0,054","0,004 - 0,004","3860,4 - 3860,4",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Dolná Mičiná,Smrčkovec český,Verpa bohemica,Dolná Mičiná: Smrčkovec český,"48,672250","19,214170",1,"0,040448","0,040448","0,002646","0,002646","5 191,851266","5 191,851266","0,04 - 0,04","0,003 - 0,003","5191,9 - 5191,9",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Dolné Strháre,Smrčkovec český,Verpa bohemica,Dolné Strháre: Smrčkovec český,"48,242916","19,365383",1,"0,127065","0,127065","0,008312","0,008312","1 652,697438","1 652,697438","0,127 - 0,127","0,008 - 0,008","1652,7 - 1652,7",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Holčíkovce_vodná nádrž,Smrčkovec český,Verpa bohemica,Holčíkovce_vodná nádrž: Smrčkovec český,"49,025640","21,709350",3,"0,046000","0,078000","0,003009","0,005102","2 692,307692","4 565,217391","0,046 - 0,078","0,003 - 0,005","2692,3 - 4565,2",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Horná Mičiná,Smrčkovec český,Verpa bohemica,Horná Mičiná: Smrčkovec český,"48,687833","19,214183",1,"0,047669","0,047669","0,003118","0,003118","4 405,378758","4 405,378758","0,048 - 0,048","0,003 - 0,003","4405,4 - 4405,4",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Hronská Breznica - Hrabiny,Smrčkovec český,Verpa bohemica,Hronská Breznica - Hrabiny: Smrčkovec český,"48,590483","19,033050",1,"0,331284","0,331284","0,021671","0,021671","633,897200","633,897200","0,331 - 0,331","0,022 - 0,022","633,9 - 633,9",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Košice - Šaca,Smrčkovec český,Verpa bohemica,Košice - Šaca: Smrčkovec český,"48,655983","21,169016",1,"0,198556","0,198556","0,012988","0,012988","1 057,636133","1 057,636133","0,199 - 0,199","0,013 - 0,013","1057,6 - 1057,6",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Košice - Zdoba,Smrčkovec český,Verpa bohemica,Košice - Zdoba: Smrčkovec český,"48,708800","21,310700",1,"0,058994","0,058994","0,003859","0,003859","3 559,708172","3 559,708172","0,059 - 0,059","0,004 - 0,004","3559,7 - 3559,7",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Kriváň_cintorín,Smrčkovec český,Verpa bohemica,Kriváň_cintorín: Smrčkovec český,"48,531930","19,464800",2,"0,045000","0,070000","0,002944","0,004579","3 000,000000","4 666,666667","0,045 - 0,07","0,003 - 0,005","3000 - 4666,7",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Krivošťany,Smrčkovec český,Verpa bohemica,Krivošťany: Smrčkovec český,"48,884650","21,867260",1,"0,065000","0,065000","0,004252","0,004252","3 230,769231","3 230,769231","0,065 - 0,065","0,004 - 0,004","3230,8 - 3230,8",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Matiaška,Smrčkovec český,Verpa bohemica,Matiaška: Smrčkovec český,"49,065650","21,574700",1,"0,071013","0,071013","0,004645","0,004645","2 957,205019","2 957,205019","0,071 - 0,071","0,005 - 0,005","2957,2 - 2957,2",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Môlča,Smrčkovec český,Verpa bohemica,Môlča: Smrčkovec český,"48,708790","19,225578",1,"0,048000","0,048000","0,003140","0,003140","4 375,000000","4 375,000000","0,048 - 0,048","0,003 - 0,003",4375 - 4375,https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Muránska Huta,Smrčkovec český,Verpa bohemica,Muránska Huta: Smrčkovec český,"48,775683","20,112150",1,"0,090076","0,090076","0,005892","0,005892","2 331,364625","2 331,364625","0,09 - 0,09","0,006 - 0,006","2331,4 - 2331,4",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Očová,Smrčkovec český,Verpa bohemica,Očová: Smrčkovec český,"48,611920","19,314750",6,"0,031124","0,071828","0,002036","0,004699","2 923,650944","6 747,204729","0,031 - 0,072","0,002 - 0,005","2923,7 - 6747,2",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Očová - Breziny,Smrčkovec český,Verpa bohemica,Očová - Breziny: Smrčkovec český,"48,619360","19,274140",4,"0,027455","0,469180","0,001796","0,030691","447,589411","7 648,879985","0,027 - 0,469","0,002 - 0,031","447,6 - 7648,9",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Ondavské Matiašovce,Smrčkovec český,Verpa bohemica,Ondavské Matiašovce: Smrčkovec český,"48,942930","21,725166",1,"0,032663","0,032663","0,002137","0,002137","6 429,293084","6 429,293084","0,033 - 0,033","0,002 - 0,002","6429,3 - 6429,3",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Podkriváň - Brezovo,Smrčkovec český,Verpa bohemica,Podkriváň - Brezovo: Smrčkovec český,"48,509430","19,471766",1,"0,022356","0,022356","0,001462","0,001462","9 393,451422","9 393,451422","0,022 - 0,022","0,001 - 0,001","9393,5 - 9393,5",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Podunajské Biskupice_Lužný most,Smrčkovec český,Verpa bohemica,Podunajské Biskupice_Lužný most: Smrčkovec český,"48,086130","17,162030",8,"0,142470","0,313595","0,009319","0,020513","669,653534","1 473,994525","0,142 - 0,314","0,009 - 0,021","669,7 - 1474",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Ponická Huta,Smrčkovec český,Verpa bohemica,Ponická Huta: Smrčkovec český,"48,686010","19,319530",1,"0,037000","0,037000","0,002420","0,002420","5 675,675676","5 675,675676","0,037 - 0,037","0,002 - 0,002","5675,7 - 5675,7",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Rožňava_obchvat,Smrčkovec český,Verpa bohemica,Rožňava_obchvat: Smrčkovec český,"48,642733","20,535950",1,"0,065154","0,065154","0,004262","0,004262","3 223,132885","3 223,132885","0,065 - 0,065","0,004 - 0,004","3223,1 - 3223,1",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Silická Jablonica,Smrčkovec český,Verpa bohemica,Silická Jablonica: Smrčkovec český,"48,567000","20,632233",1,"0,063926","0,063926","0,004182","0,004182","3 285,048337","3 285,048337","0,064 - 0,064","0,004 - 0,004",3285 - 3285,https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Strážske_Chemko,Smrčkovec český,Verpa bohemica,Strážske_Chemko: Smrčkovec český,"48,869080","21,805430",1,"0,122000","0,122000","0,007980","0,007980","1 721,311475","1 721,311475","0,122 - 0,122","0,008 - 0,008","1721,3 - 1721,3",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Stretavka,Smrčkovec český,Verpa bohemica,Stretavka: Smrčkovec český,"48,614016","21,971200",1,"0,064814","0,064814","0,004240","0,004240","3 240,040732","3 240,040732","0,065 - 0,065","0,004 - 0,004",3240 - 3240,https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Sucháň,Smrčkovec český,Verpa bohemica,Sucháň: Smrčkovec český,"48,320616","19,224933",1,"0,028759","0,028759","0,001881","0,001881","7 302,061963","7 302,061963","0,029 - 0,029","0,002 - 0,002","7302,1 - 7302,1",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Suchý vrch_vlek,Smrčkovec český,Verpa bohemica,Suchý vrch_vlek: Smrčkovec český,"48,721770","19,062270",1,"0,040323","0,040323","0,002638","0,002638","5 207,945837","5 207,945837","0,04 - 0,04","0,003 - 0,003","5207,9 - 5207,9",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Svätá Mária,Smrčkovec český,Verpa bohemica,Svätá Mária: Smrčkovec český,"48,439510","21,853660",1,"0,036000","0,036000","0,002355","0,002355","5 833,333333","5 833,333333","0,036 - 0,036","0,002 - 0,002","5833,3 - 5833,3",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Špania Dolina,Smrčkovec český,Verpa bohemica,Špania Dolina: Smrčkovec český,"48,805515","19,137534",1,"0,039232","0,039232","0,002566","0,002566","5 352,773246","5 352,773246","0,039 - 0,039","0,003 - 0,003","5352,8 - 5352,8",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Teplý Vrch_vodná nádrž,Smrčkovec český,Verpa bohemica,Teplý Vrch_vodná nádrž: Smrčkovec český,"48,470900","20,087700",1,"0,066536","0,066536","0,004352","0,004352","3 156,186125","3 156,186125","0,067 - 0,067","0,004 - 0,004","3156,2 - 3156,2",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
